intersect	slope	p	BH	func	func_type	dataset
-0.000145491466501786	0.058881499665163	7.16244850669619e-06	5.85101427307576e-05	K09908	kos	ERP012177 | CRC
-7.51130519541777e-05	0.097529101209962	7.32182731021619e-09	6.69229627362305e-07	K09909	kos	ERP012177 | CRC
-0.000145491466501786	0.058881499665163	7.16244850669619e-06	5.85101427307576e-05	K09910	kos	ERP012177 | CRC
-0.000145491466501786	0.058881499665163	7.16244850669619e-06	5.85101427307576e-05	K09911	kos	ERP012177 | CRC
-0.000145491466501786	0.058881499665163	7.16244850669619e-06	5.85101427307576e-05	K09912	kos	ERP012177 | CRC
-7.51848811043211e-05	0.0478242035888657	8.13800414845875e-05	0.000381803227996447	K09913	kos	ERP012177 | CRC
-7.51607050721125e-05	0.0656363595630061	2.1176490631561e-06	3.56010567139287e-05	K09914	kos	ERP012177 | CRC
-7.52468649248981e-05	0.0624253892872899	3.77550066460736e-06	4.61008502204688e-05	K09915	kos	ERP012177 | CRC
-0.000148808904235633	0.0617302158443625	4.28570395931195e-06	4.8501625295628e-05	K09916	kos	ERP012177 | CRC
-0.000145491466501786	0.058881499665163	7.16244850669619e-06	5.85101427307576e-05	K09917	kos	ERP012177 | CRC
-7.5221985142149e-05	0.0678712755580808	1.42305984849552e-06	2.85857392596411e-05	K09918	kos	ERP012177 | CRC
-7.51607050721125e-05	0.0656363595630061	2.1176490631561e-06	3.56010567139287e-05	K09920	kos	ERP012177 | CRC
-0.000138148129568406	0.0527433568370904	2.14557546608301e-05	0.000126498985547969	K09921	kos	ERP012177 | CRC
-0.000561364219562651	0.0488359386830302	5.27270051095102e-05	0.000264204431650246	K09923	kos	ERP012177 | CRC
-8.01686999603047e-05	0.0544925208432124	3.76640601924089e-09	4.26246925104335e-07	K09927	kos	ERP012177 | CRC
-8.55302360827219e-05	0.0409899092787791	0.0551949065790368	0.107652108670337	K09931	kos	ERP012177 | CRC
-7.56766519249851e-05	0.0710099712687214	8.03905161103022e-07	2.14374709627473e-05	K09932	kos	ERP012177 | CRC
-7.55723867351018e-05	0.0599684103431049	5.90447685233872e-06	5.85101427307576e-05	K09933	kos	ERP012177 | CRC
-0.00390999671465565	0.0085616597287385	0.00888697706252104	0.0223984647311774	K09936	kos	ERP012177 | CRC
-7.52702789526385e-05	0.0669797243800733	3.8494247710656e-07	1.27580935269603e-05	K09937	kos	ERP012177 | CRC
-0.000595042237851579	0.0134907839711818	0.0428652280049098	0.086475938235992	K09949	kos	ERP012177 | CRC
-0.000139354683301478	0.0534383450864853	2.02214879907884e-05	0.0001206011623101	K09954	kos	ERP012177 | CRC
-7.50240162537648e-05	0.0454279187599005	0.0309130856305675	0.0651688856546267	K09958	kos	ERP012177 | CRC
-0.000635694017386226	0.0249238036871389	0.0159740723016252	0.0370413270762324	K09960	kos	ERP012177 | CRC
-0.000766665556419032	0.0307457954365414	0.00134708222469178	0.00433758606701585	K09961	kos	ERP012177 | CRC
0.00034381986739073	-0.0110550310978155	0.00482157355096049	0.0132457674816203	K09963	kos	ERP012177 | CRC
-0.000250500650628605	0.0171425705252294	0.108104160360111	0.190361785226155	K09968	kos	ERP012177 | CRC
-7.69393166296648e-05	0.0536433710959153	9.06730383754055e-08	4.16557324813744e-06	K09969	kos	ERP012177 | CRC
-7.70581668948017e-05	0.0572645993507533	1.64150439708271e-07	6.45472915463033e-06	K09970	kos	ERP012177 | CRC
-7.70581668948017e-05	0.0572645993507533	1.64150439708271e-07	6.45472915463033e-06	K09971	kos	ERP012177 | CRC
-7.50194001800574e-05	0.0934217011411624	1.53051276032101e-08	1.18300308728922e-06	K09972	kos	ERP012177 | CRC
-0.000478188020712322	0.0169767309299465	0.00718205681354794	0.01871125413524	K09973	kos	ERP012177 | CRC
-7.5221985142149e-05	0.0678712755580808	1.42305984849552e-06	2.85857392596411e-05	K09975	kos	ERP012177 | CRC
0.00340116283566783	-0.014340743469983	0.0282391785902854	0.0601606008535007	K09976	kos	ERP012177 | CRC
-0.000145491466501786	0.058881499665163	7.16244850669619e-06	5.85101427307576e-05	K09978	kos	ERP012177 | CRC
-0.000132168530060256	0.0374005816609157	0.000113157874981489	0.000508279322278905	K09979	kos	ERP012177 | CRC
-0.000151687615651234	0.0635403144448587	2.05722126964096e-06	3.56010567139287e-05	K09982	kos	ERP012177 | CRC
-0.000284171769935931	0.0115092091109838	0.0012392022131462	0.00404922413309743	K09988	kos	ERP012177 | CRC
-7.8476531364014e-05	0.0315297975976005	0.00329705822765077	0.00943178185961749	K09992	kos	ERP012177 | CRC
